web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,list-selector,list-selector-href,people-selector,people-selector-href,height,weight,image-src
"1588813775-2800","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","M","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=M","Margaret Chung","https://wiki.d-addicts.com/Margaret_Chung","165","50","/images/5/55/Margaretchung.png"
"1588811544-52","https://wiki.d-addicts.com/Category:HKArtist","HKWriter","https://wiki.d-addicts.com/Category:HKWriter","C","https://wiki.d-addicts.com/index.php?title=Category:HKWriter&from=C","Cheung Tat Ming","https://wiki.d-addicts.com/Cheung_Tat_Ming","null","null","/images/4/4c/Cheungtatming.jpg"
"1588813992-3086","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","L","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=L","Lee Ka Yu","https://wiki.d-addicts.com/Lee_Ka_Yu","null","null",""
"1588814948-4223","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","B","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=B","Bella Lam","https://wiki.d-addicts.com/Bella_Lam","null","null","/images/f/f7/Bellla_Lam.JPG"
"1588811883-543","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","N","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=N","Nicholas Tse","https://wiki.d-addicts.com/Nicholas_Tse","175","68","/images/d/d0/NicTse.jpg"
"1588815235-4482","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","Y","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=Y","Yu Tin Wai","https://wiki.d-addicts.com/Yu_Tin_Wai","null","null","/images/7/7c/Yu_Tin_Wai.jpg"
"1588814989-4256","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","A","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=A","Astrid Chan","https://wiki.d-addicts.com/Astrid_Chan","168","null","/images/e/e5/AstridChan.JPG"
"1588815442-4681","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","W","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=W","William Chow","https://wiki.d-addicts.com/William_Chow","183","74","/images/6/66/WilliamChow.jpg"
"1588813665-2661","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","N","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=N","Nok Si","https://wiki.d-addicts.com/Nok_Si","null","null",""
"1588812025-720","https://wiki.d-addicts.com/Category:HKArtist","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","L","https://wiki.d-addicts.com/index.php?title=Category:HKSinger&from=L","Leslie Cheung","https://wiki.d-addicts.com/Leslie_Cheung","175","64","/images/thumb/0/09/LeslieCheung2.jpg/200px-LeslieCheung2.jpg"
"1588817056-6146","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","C","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=C","Cheung Kwok Keung","https://wiki.d-addicts.com/Cheung_Kwok_Keung","null","null","/images/thumb/4/48/CheungKwokKeung.jpg/200px-CheungKwokKeung.jpg"
"1588816175-5354","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","L","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=L","Lawrence Ng (1952)","https://wiki.d-addicts.com/Lawrence_Ng_(1952)","null","null","/images/4/4d/LaurenceNG.jpg"
