web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,people,people-href,height,weight,image-src
"1588812870-1711","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chen","https://wiki.d-addicts.com/Chen","null","null","/images/8/83/Chen.jpg"
"1588813090-1961","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Kagami Seira","https://wiki.d-addicts.com/Kagami_Seira","170","50","/images/e/ea/Kagami-seira.jpg"
"1588813257-2174","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ike Yoshihiro","https://wiki.d-addicts.com/Ike_Yoshihiro","null","null",""
"1588814129-3253","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Leon Lai","https://wiki.d-addicts.com/Leon_Lai","180","66","/images/f/f6/Leon_Lai.jpg"
"1588811693-294","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Lee Hom Wang","https://wiki.d-addicts.com/Lee_Hom_Wang","180","68","/images/c/cd/Lee_Hom_Wang.jpg"
"1588811587-123","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Senda Aisa","https://wiki.d-addicts.com/Senda_Aisa","154","40","/images/a/a6/Sendaaisa.jpg"
"1588811839-487","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jason Hsu","https://wiki.d-addicts.com/Jason_Hsu","180","80","/images/3/39/Normal_9_22597_f30e97fd41409c4.jpg"
"1588811794-429","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jing Wen","https://wiki.d-addicts.com/Jing_Wen","162","47","/images/thumb/a/a8/Jing_Wen.jpg/200px-Jing_Wen.jpg"
"1588814148-3282","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Lee Heung Kam","https://wiki.d-addicts.com/Lee_Heung_Kam","157.5","52","/images/a/ad/LeeHeungKam.JPG"
"1588813288-2214","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ichikawa Yui","https://wiki.d-addicts.com/Ichikawa_Yui","158","null","/images/thumb/4/41/IchikawaYui.jpg/180px-IchikawaYui.jpg"
"1588813790-2820","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Asakura Aki (1968)","https://wiki.d-addicts.com/Asakura_Aki_(1968)","156","44","/images/thumb/8/80/Asakura_Aki_%281968%29.jpg/170px-Asakura_Aki_%281968%29.jpg"
"1588812136-825","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Angel He","https://wiki.d-addicts.com/Angel_He","165","47","/images/8/8c/HeYiQi.jpg"
"1588814171-3309","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kenny Kwan","https://wiki.d-addicts.com/Kenny_Kwan","176","65","/images/d/d6/Kennykwan.png"
"1588814022-3124","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Nancy Sit","https://wiki.d-addicts.com/Nancy_Sit","null","null","/images/8/85/NancySit.jpg"
"1588813036-1896","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Attack","https://wiki.d-addicts.com/Attack","181","67","/images/c/c8/Kang_Jung_Woo.jpg"
"1588811568-86","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Sunnee Yang","https://wiki.d-addicts.com/Sunnee_Yang","170","null","/images/c/cf/SunneeYang.jpg"
"1588813211-2118","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Inoue Akira","https://wiki.d-addicts.com/Inoue_Akira","null","null",""
"1588811721-334","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ken Zhu","https://wiki.d-addicts.com/Ken_Zhu","180","72","/images/thumb/4/4c/Ken_zhu_profile.jpg/220px-Ken_zhu_profile.jpg"
"1588813215-2124","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Inoo Kei","https://wiki.d-addicts.com/Inoo_Kei","176","58","/images/thumb/a/a4/InooKei65.jpg/250px-InooKei65.jpg"
"1588813712-2713","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Domoto Tsuyoshi","https://wiki.d-addicts.com/Domoto_Tsuyoshi","167","47","/images/thumb/f/f9/Dohmototsuyoshi22.jpeg/200px-Dohmototsuyoshi22.jpeg"
"1588812124-810","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Annie Yi","https://wiki.d-addicts.com/Annie_Yi","161","null","/images/c/cc/AnnieYi.jpg"
"1588813220-2130","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Inagaki Goro","https://wiki.d-addicts.com/Inagaki_Goro","176","52","/images/d/d6/InagakiGoro.jpg"
"1588812724-1556","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Daisy","https://wiki.d-addicts.com/Daisy","163","44",""
"1588812502-1298","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Ki Chan","https://wiki.d-addicts.com/Han_Ki_Chan","183","63","/images/thumb/3/30/Han_Ki_Chan.jpg/300px-Han_Ki_Chan.jpg"
"1588814880-4125","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Ren Hao","https://wiki.d-addicts.com/Ren_Hao","null","null","/images/thumb/a/ad/Ren_Hao.jpeg/300px-Ren_Hao.jpeg"
"1588815373-4618","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Gong Mi","https://wiki.d-addicts.com/Gong_Mi","163","null","/images/8/8e/GongMi.jpg"
"1588813757-2774","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Bando Nozomi","https://wiki.d-addicts.com/Bando_Nozomi","167","null","/images/thumb/5/5b/NozomiBando.jpg/200px-NozomiBando.jpg"
"1588814451-3656","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Charmaine Sheh","https://wiki.d-addicts.com/Charmaine_Sheh","165","46","/images/1/18/CharmaineSheh.jpg"
"1588812487-1283","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Song Yi","https://wiki.d-addicts.com/Han_Song_Yi","163","48","/images/7/77/Han_Song_Yi.jpg"
"1588815577-4824","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Bai Bing","https://wiki.d-addicts.com/Bai_Bing","165","null","/images/1/1c/BaiBing.jpg"
"1588811768-396","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jolin Tsai","https://wiki.d-addicts.com/Jolin_Tsai","158","43","/images/a/a4/Tsaiyilin.jpg"
"1588813001-1853","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Bekah","https://wiki.d-addicts.com/Bekah","168","52","/images/c/cb/Bekah.jpg"
"1588814168-3303","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kevin Cheng","https://wiki.d-addicts.com/Kevin_Cheng","178","63","/images/2/2c/KevinCheng.jpg"
"1588814393-3576","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Edmond So","https://wiki.d-addicts.com/Edmond_So","null","null","/images/3/31/Edmondso.jpg"
"1588814177-3313","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kenny Bee","https://wiki.d-addicts.com/Kenny_Bee","181","67","/images/1/13/Kenny_Bee.jpg"
"1588813126-2009","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Iwasaki Hiromi (1958)","https://wiki.d-addicts.com/Iwasaki_Hiromi_(1958)","null","null","/images/8/87/Iwasaki_Hiromi_%281958%29-headshot.jpg"
"1588813926-2984","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Sammy Sum","https://wiki.d-addicts.com/Sammy_Sum","null","null","/images/2/29/Sammy_Sum.jpg"
"1588814662-3873","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wu Jun","https://wiki.d-addicts.com/Wu_Jun","178","null","/images/7/76/WuJun.jpg"
"1588812650-1466","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Fu Long Fei","https://wiki.d-addicts.com/Fu_Long_Fei","178","null","/images/c/c0/Fu_Long_Fei.jpeg"
"1588812131-817","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Angela Chang","https://wiki.d-addicts.com/Angela_Chang","158","40","/images/1/10/Angelazhang.jpg"
"1588813217-2126","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Inohara Yoshihiko","https://wiki.d-addicts.com/Inohara_Yoshihiko","174","65","/images/3/3c/Inocchi.jpg"
"1588814659-3870","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wu Xiu Bo","https://wiki.d-addicts.com/Wu_Xiu_Bo","178","68","/images/c/cc/WuXiuBo.png"
"1588812285-1011","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Jing Wong","https://wiki.d-addicts.com/Jing_Wong","173","63","/images/6/6f/Jingwong.jpg"
"1588813399-2344","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Higashihara Aki","https://wiki.d-addicts.com/Higashihara_Aki","165","null","/images/2/2b/Higashihara_Aki.jpg"
"1588815399-4643","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Fan Shi Qi","https://wiki.d-addicts.com/Fan_Shi_Qi","186","68","/images/thumb/1/1b/FanShiQi.JPG/300px-FanShiQi.JPG"
"1588815023-4285","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Liu Huan (singer)","https://wiki.d-addicts.com/Liu_Huan_(singer)","172","80","/images/thumb/b/b7/LiuHuan.jpg/200px-LiuHuan.jpg"
"1588811988-683","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Dou Zhi Kong","https://wiki.d-addicts.com/Dou_Zhi_Kong","174","65","/images/8/8f/Douzhikong.jpg"
"1588813892-2947","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Abe Shizue","https://wiki.d-addicts.com/Abe_Shizue","null","null","/images/a/ae/Abe_Shizue-headshot.jpg"
"1588811847-500","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jam Hsiao","https://wiki.d-addicts.com/Jam_Hsiao","171","55","/images/0/09/JamHsiao1.jpg"
"1588811682-278","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Lin Zhi Xian","https://wiki.d-addicts.com/Lin_Zhi_Xian","171","68","/images/5/5f/Linzhixian.jpg"
"1588814232-3371","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Joey Yung","https://wiki.d-addicts.com/Joey_Yung","171","47","/images/thumb/2/2e/Joey_Yung.jpg/300px-Joey_Yung.jpg"
"1588812009-706","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Darren Qiu","https://wiki.d-addicts.com/Darren_Qiu","177","68","/images/8/8b/DarrenQiu.jpg"
"1588812048-741","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Carol Zheng","https://wiki.d-addicts.com/Carol_Zheng","162","45","/images/7/77/ZhengJiaYu.10.jpg"
"1588813099-1972","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Jonishi Kei","https://wiki.d-addicts.com/Jonishi_Kei","null","null","/images/thumb/0/05/Jonishi_kei.jpg/200px-Jonishi_kei.jpg"
"1588814029-3134","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Myolie Wu","https://wiki.d-addicts.com/Myolie_Wu","170","46","/images/thumb/1/19/Myoliewu.jpg/300px-Myoliewu.jpg"
"1588813863-2916","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Akanishi Jin (Singer, Actor)","https://wiki.d-addicts.com/Akanishi_Jin_(Singer,_Actor)","176","64","/images/b/b0/Jin_Aka_Nishi.jpg"
"1588812898-1744","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chae Joo Hwa","https://wiki.d-addicts.com/Chae_Joo_Hwa","169","50","/images/thumb/f/fa/Chae_Joo_Hwa.png/249px-Chae_Joo_Hwa.png"
"1588813980-3067","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Rain Lau","https://wiki.d-addicts.com/Rain_Lau","null","null","/images/5/56/RainLau.jpg"
"1588811713-325","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Kenneth Tong","https://wiki.d-addicts.com/Kenneth_Tong","176","63","/images/8/86/Kennethtong.jpg"
"1588815198-4452","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Jason Zhang","https://wiki.d-addicts.com/Jason_Zhang","null","null","/images/thumb/a/aa/Jason_Zhang.jpg/250px-Jason_Zhang.jpg"
"1588811649-226","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Mei Mei","https://wiki.d-addicts.com/Mei_Mei","157","55","/images/thumb/1/14/399_DSC09115.jpg/300px-399_DSC09115.jpg"
"1588812693-1516","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Eli","https://wiki.d-addicts.com/Eli","180","68","/images/0/02/Eli.jpg"
"1588811830-472","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jay Chou","https://wiki.d-addicts.com/Jay_Chou","173","null","/images/6/6b/Zhou-Jie-Lun.jpg"
"1588811653-232","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Maya Wang","https://wiki.d-addicts.com/Maya_Wang","163","45",""
"1588814814-4045","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Su Xiao Ming","https://wiki.d-addicts.com/Su_Xiao_Ming","null","null","/images/9/90/SuXiaoMing.jpg"
"1588815154-4402","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Kris Wu","https://wiki.d-addicts.com/Kris_Wu","187","73","/images/thumb/4/45/Kris_Wu.jpg/300px-Kris_Wu.jpg"
"1588812568-1376","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ha Dong Kyoon","https://wiki.d-addicts.com/Ha_Dong_Kyoon","175","63","/images/thumb/4/41/Ha_Dong_Kyoon.jpg/300px-Ha_Dong_Kyoon.jpg"
"1588814480-3679","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Cha Cha Chan","https://wiki.d-addicts.com/Cha_Cha_Chan","173","49","/images/6/6d/Ccc.png"
"1588811657-236","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Margaret Wang","https://wiki.d-addicts.com/Margaret_Wang","160","45","/images/a/ae/Margaretwang2.jpg"
"1588813230-2144","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Imawano Kiyoshiro","https://wiki.d-addicts.com/Imawano_Kiyoshiro","null","null",""
"1588811613-169","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Puff Kuo","https://wiki.d-addicts.com/Puff_Kuo","166","46","/images/9/93/GuoXueFu.jpg"
"1588814107-3227","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Lo Hoi Pang","https://wiki.d-addicts.com/Lo_Hoi_Pang","169","70","/images/5/51/Lohoipang.jpg"
"1588814822-4053","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Song Jia","https://wiki.d-addicts.com/Song_Jia","170","47","/images/f/fd/XiaoSongJia.jpg"
"1588814204-3340","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kate Tsui","https://wiki.d-addicts.com/Kate_Tsui","168","48","/images/8/8f/KateTsui.jpg"
"1588811589-129","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Selina Ren","https://wiki.d-addicts.com/Selina_Ren","163","45","/images/2/2e/SelinaRen.jpg"
"1588811855-510","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ian Yi","https://wiki.d-addicts.com/Ian_Yi","180","63","/images/8/82/IanYi.JPG"
"1588814532-3739","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Anita Mui","https://wiki.d-addicts.com/Anita_Mui","168","50","/images/3/3f/AnitaMui.jpg"
"1588812627-1442","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Gilme","https://wiki.d-addicts.com/Gilme","162","null","/images/0/0b/Gilme.jpg"
"1588812586-1396","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Gong Yoo","https://wiki.d-addicts.com/Gong_Yoo","184","74","/images/7/7a/Gong_Yoo.jpg"
"1588814124-3247","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Leslie Cheung","https://wiki.d-addicts.com/Leslie_Cheung","175","64","/images/thumb/0/09/LeslieCheung2.jpg/200px-LeslieCheung2.jpg"
"1588814159-3297","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kristal","https://wiki.d-addicts.com/Kristal","168","52","/images/1/10/CrystalTin.jpg"
"1588813137-2025","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ito Yumi","https://wiki.d-addicts.com/Ito_Yumi","163","48","/images/thumb/8/86/Iconiq.jpeg/200px-Iconiq.jpeg"
"1588813042-1906","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Alice","https://wiki.d-addicts.com/Alice","166","47","/images/thumb/a/a8/Alice.jpg/250px-Alice.jpg"
"1588815512-4759","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Long","https://wiki.d-addicts.com/Chen_Long","180","70","/images/a/a3/ChenLong.jpg"
"1588812673-1492","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Eugene","https://wiki.d-addicts.com/Eugene","160","47","/images/thumb/a/a0/EugeneKim.jpg/200px-EugeneKim.jpg"
